date,close,turnover_rate_f,pct_chg
2004-08-23,1325.413,0.53,-1.2167
2004-08-24,1344.626,0.81,1.4496
2004-08-25,1339.784,0.56,-0.3601
2004-08-26,1334.422,0.5,-0.4002
2004-08-27,1320.614,0.57,-1.0348
2004-08-30,1319.407,0.5,-0.0914
2004-08-31,1342.062,0.98,1.7171
2004-09-01,1321.462,0.53,-1.535
2004-09-02,1327.927,0.72,0.4892
2004-09-03,1327.116,0.63,-0.0611
2004-09-06,1321.465,0.49,-0.4258
2004-09-07,1324.294,0.48,0.2141
2004-09-08,1309.333,0.7,-1.1297
2004-09-09,1284.307,0.68,-1.9114
2004-09-10,1287.081,0.52,0.216
2004-09-13,1260.316,0.58,-2.0795
2004-09-14,1300.357,1.07,3.1771
2004-09-15,1355.226,2.46,4.2195
2004-09-16,1371.201,1.94,1.1788
2004-09-17,1414.702,2.63,3.1725
2004-09-20,1463.221,3.53,3.4296
2004-09-21,1448.562,2.93,-1.0018
2004-09-22,1420.148,2.55,-1.9615
2004-09-23,1464.779,1.89,3.1427
2004-09-24,1435.563,3.45,-1.9946
2004-09-27,1427.398,1.67,-0.5688
2004-09-28,1435.589,1.2,0.5738
2004-09-29,1420.009,1.12,-1.0853
2004-09-30,1396.7,1.09,-1.6415
2004-10-08,1422.929,1.16,1.8779
2004-10-11,1413.154,1.96,-0.687
2004-10-12,1384.439,1.44,-2.032
2004-10-13,1386.721,1.2,0.1648
2004-10-14,1332.938,1.45,-3.8784
2004-10-15,1330.518,1.14,-0.1816
2004-10-18,1335.394,0.86,0.3665
2004-10-19,1337.618,1.1,0.1665
2004-10-20,1330.584,1.0,-0.5259
2004-10-21,1310.545,1.39,-1.506
2004-10-22,1329.355,1.5,1.4353
2004-10-25,1311.151,1.47,-1.3694
2004-10-26,1324.783,1.42,1.0397
2004-10-27,1342.799,1.72,1.3599
2004-10-28,1341.737,1.62,-0.0791
2004-10-29,1320.536,1.45,-1.5801
2004-11-01,1305.291,0.96,-1.1545
2004-11-02,1301.528,0.88,-0.2883
2004-11-03,1326.749,1.08,1.9378
2004-11-04,1304.776,1.13,-1.6562
2004-11-05,1305.128,0.81,0.027
2004-11-08,1304.229,0.6,-0.0689
2004-11-09,1307.429,0.57,0.2454
2004-11-10,1354.386,1.89,3.5916
2004-11-11,1347.07,2.22,-0.5402
2004-11-12,1352.217,1.28,0.3821
2004-11-15,1370.046,1.16,1.3185
2004-11-16,1370.389,1.14,0.025
2004-11-17,1356.138,0.99,-1.0399
2004-11-18,1367.828,0.94,0.862
2004-11-19,1379.96,1.15,0.887
2004-11-22,1383.02,1.36,0.2217
2004-11-23,1371.244,1.33,-0.8515
2004-11-24,1359.125,1.33,-0.8838
2004-11-25,1358.333,1.09,-0.0583
2004-11-26,1356.727,0.85,-0.1182
2004-11-29,1337.434,0.82,-1.422
2004-11-30,1340.771,0.75,0.2495
2004-12-01,1334.944,0.78,-0.4346
2004-12-02,1333.09,1.04,-0.1389
2004-12-03,1337.197,1.1,0.3081
2004-12-06,1339.644,0.86,0.183
2004-12-07,1323.752,0.83,-1.1863
2004-12-08,1326.438,0.7,0.2029
2004-12-09,1338.81,1.24,0.9327
2004-12-10,1317.717,0.9,-1.5755
2004-12-13,1309.695,0.69,-0.6088
2004-12-14,1307.553,0.65,-0.1635
2004-12-15,1313.045,0.93,0.42
2004-12-16,1305.018,0.74,-0.6113
2004-12-17,1290.49,0.62,-1.1132
2004-12-20,1275.459,0.65,-1.1648
2004-12-21,1275.17,0.57,-0.0227
2004-12-22,1307.57,1.08,2.5408
2004-12-23,1282.719,0.69,-1.9005
2004-12-24,1285.036,0.58,0.1806
2004-12-27,1280.272,0.59,-0.3707
2004-12-28,1278.943,0.63,-0.1038
2004-12-29,1274.313,0.71,-0.362
2004-12-30,1273.709,0.72,-0.0474
2004-12-31,1266.496,0.67,-0.5663
2005-01-04,1242.774,0.66,-1.873
2005-01-05,1251.937,0.7,0.7373
2005-01-06,1239.43,0.64,-0.999
2005-01-07,1244.746,0.72,0.4289
2005-01-10,1252.401,0.59,0.615
2005-01-11,1257.462,0.62,0.4041
2005-01-12,1256.923,0.55,-0.0429
2005-01-13,1256.314,0.71,-0.0485
2005-01-14,1245.62,0.8,-0.8512
2005-01-17,1216.652,0.81,-2.3256
2005-01-18,1225.454,0.83,0.7235
2005-01-19,1218.108,0.76,-0.5995
2005-01-20,1204.394,0.84,-1.1258
2005-01-21,1234.476,1.38,2.4977
2005-01-24,1255.777,1.46,1.7255
2005-01-25,1254.234,0.96,-0.1229
2005-01-26,1241.958,0.78,-0.9788
2005-01-27,1225.891,0.76,-1.2937
2005-01-28,1213.673,0.66,-0.9967
2005-01-31,1191.823,0.73,-1.8003
2005-02-01,1188.931,0.75,-0.2427
2005-02-02,1252.5,1.54,5.3467
2005-02-03,1242.307,1.65,-0.8138
2005-02-04,1269.004,1.37,2.149
2005-02-16,1278.88,1.16,0.7782
2005-02-17,1276.134,0.91,-0.2147
2005-02-18,1258.969,0.86,-1.3451
2005-02-21,1284.48,1.01,2.0263
2005-02-22,1309.277,1.81,1.9305
2005-02-23,1309.475,1.95,0.0151
2005-02-24,1309.949,1.63,0.0362
2005-02-25,1312.445,1.93,0.1905
2005-02-28,1306.003,1.42,-0.4908
2005-03-01,1303.412,1.12,-0.1984
2005-03-02,1287.45,1.5,-1.2246
2005-03-03,1294.339,1.02,0.5351
2005-03-04,1287.714,0.89,-0.5118
2005-03-07,1293.739,0.86,0.4679
2005-03-08,1318.271,1.44,1.8962
2005-03-09,1316.791,1.65,-0.1123
2005-03-10,1286.233,1.43,-2.3206
2005-03-11,1289.941,1.2,0.2883
2005-03-14,1293.5,1.5,0.2759
2005-03-15,1269.144,1.26,-1.883
2005-03-16,1255.589,1.1,-1.068
2005-03-17,1243.475,1.03,-0.9648
2005-03-18,1227.403,0.99,-1.2925
2005-03-21,1231.046,0.79,0.2968
2005-03-22,1206.922,1.17,-1.9596
2005-03-23,1201.649,1.07,-0.4369
2005-03-24,1208.192,0.91,0.5445
2005-03-25,1205.634,0.76,-0.2117
2005-03-28,1200.113,0.72,-0.4579
2005-03-29,1195.018,0.73,-0.4245
2005-03-30,1172.574,0.9,-1.8781
2005-03-31,1181.236,0.82,0.7387
2005-04-01,1223.566,1.54,3.5835
2005-04-04,1202.967,1.09,-1.6835
2005-04-05,1191.745,0.91,-0.9329
2005-04-06,1214.868,1.31,1.9403
2005-04-07,1225.487,1.9,0.8741
2005-04-08,1248.521,1.4,1.8796
2005-04-11,1240.972,1.52,-0.6046
2005-04-12,1219.511,1.03,-1.7294
2005-04-13,1248.203,1.54,2.3527
2005-04-14,1234.332,1.23,-1.1113
2005-04-15,1216.962,1.12,-1.4072
2005-04-18,1197.735,0.92,-1.5799
2005-04-19,1199.902,0.86,0.1809
2005-04-20,1184.193,0.88,-1.3092
2005-04-21,1172.556,1.05,-0.9827
2005-04-22,1169.187,1.07,-0.2873
2005-04-25,1157.971,1.07,-0.9593
2005-04-26,1165.335,1.1,0.6359
2005-04-27,1148.757,1.06,-1.4226
2005-04-28,1169.118,1.36,1.7724
2005-04-29,1159.146,1.1,-0.853
2005-05-09,1130.835,0.85,-2.4424
2005-05-10,1135.561,1.03,0.4179
2005-05-11,1124.271,0.86,-0.9942
2005-05-12,1103.993,0.97,-1.8037
2005-05-13,1107.627,1.06,0.3292
2005-05-16,1095.468,0.81,-1.0978
2005-05-17,1099.64,0.91,0.3808
2005-05-18,1102.965,0.82,0.3024
2005-05-19,1103.475,0.84,0.0462
2005-05-20,1099.269,0.76,-0.3812
2005-05-23,1070.844,0.75,-2.5858
2005-05-24,1073.847,0.87,0.2804
2005-05-25,1072.137,0.78,-0.1592
2005-05-26,1058.867,0.75,-1.2377
2005-05-27,1051.946,0.8,-0.6536
2005-05-30,1060.162,0.68,0.781
2005-05-31,1060.738,0.73,0.0543
2005-06-01,1039.187,0.8,-2.0317
2005-06-02,1016.063,0.9,-2.2252
2005-06-03,1013.637,0.78,-0.2388
2005-06-06,1034.378,0.87,2.0462
2005-06-07,1030.941,1.24,-0.3323
2005-06-08,1115.582,3.18,8.2101
2005-06-09,1131.052,3.23,1.3867
2005-06-10,1108.286,2.26,-2.0128
2005-06-13,1106.291,1.52,-0.18
2005-06-14,1093.464,1.46,-1.1595
2005-06-15,1072.836,1.21,-1.8865
2005-06-16,1086.01,1.15,1.228
2005-06-17,1085.61,1.33,-0.0368
2005-06-20,1115.62,1.71,2.7643
2005-06-21,1101.486,1.23,-1.2669
2005-06-22,1102.033,0.98,0.0497
2005-06-23,1093.702,0.91,-0.756
2005-06-24,1101.882,0.88,0.7479
2005-06-27,1124.64,1.73,2.0654
2005-06-28,1108.588,1.07,-1.4273
2005-06-29,1104.992,1.07,-0.3244
2005-06-30,1080.938,1.1,-2.1768
2005-07-01,1055.594,1.08,-2.3446
2005-07-04,1047.278,0.97,-0.7878
2005-07-05,1039.043,0.83,-0.7863
2005-07-06,1033.545,0.73,-0.5291
2005-07-07,1038.597,0.68,0.4888
2005-07-08,1017.983,0.82,-1.9848
2005-07-11,1011.499,0.9,-0.6369
2005-07-12,1046.161,1.46,3.4268
2005-07-13,1037.394,1.02,-0.838
2005-07-14,1040.416,0.99,0.2913
2005-07-15,1026.115,0.99,-1.3745
2005-07-18,1012.097,0.85,-1.3661
2005-07-19,1014.355,0.77,0.2231
2005-07-20,1021.052,0.83,0.6602
2005-07-21,1020.632,0.87,-0.0411
2005-07-22,1046.321,2.0,2.517
2005-07-25,1045.4,1.11,-0.088
2005-07-26,1072.807,2.02,2.6217
2005-07-27,1089.909,1.87,1.5941
2005-07-28,1086.548,1.93,-0.3084
2005-07-29,1083.033,1.39,-0.3235
2005-08-01,1088.948,1.16,0.5462
2005-08-02,1104.038,1.49,1.3857
2005-08-03,1107.699,2.46,0.3316
2005-08-04,1102.589,1.53,-0.4613
2005-08-05,1128.743,2.13,2.3721
2005-08-08,1138.882,2.37,0.8983
2005-08-09,1152.534,2.12,1.1987
2005-08-10,1165.033,2.45,1.0845
2005-08-11,1183.579,2.89,1.5919
2005-08-12,1167.915,3.13,-1.3234
2005-08-15,1187.006,2.36,1.6346
2005-08-16,1177.278,2.57,-0.8195
2005-08-17,1192.834,2.5,1.3214
2005-08-18,1148.035,3.81,-3.7557
2005-08-19,1150.184,2.42,0.1872
2005-08-22,1158.597,1.85,0.7314
2005-08-23,1149.957,1.68,-0.7457
2005-08-24,1167.137,1.74,1.494
2005-08-25,1172.475,1.85,0.4574
2005-08-26,1171.86,1.85,-0.0525
2005-08-29,1154.428,1.86,-1.4875
2005-08-30,1146.385,1.41,-0.6967
2005-08-31,1162.798,1.63,1.4317
2005-09-01,1184.933,2.53,1.9036
2005-09-02,1188.848,2.17,0.3304
2005-09-05,1196.224,2.0,0.6204
2005-09-06,1173.322,2.51,-1.9145
2005-09-07,1194.309,2.14,1.7887
2005-09-08,1194.411,2.3,0.0085
2005-09-09,1189.625,1.66,-0.4007
2005-09-12,1188.212,1.28,-0.1188
2005-09-13,1207.164,1.94,1.595
2005-09-14,1217.261,2.43,0.8364
2005-09-15,1217.281,2.05,0.0016
2005-09-16,1212.947,1.68,-0.356
2005-09-19,1220.627,1.85,0.6332
2005-09-20,1212.617,2.42,-0.6562
2005-09-21,1187.988,2.39,-2.0311
2005-09-22,1159.96,2.14,-2.3593
2005-09-23,1151.98,1.41,-0.688
2005-09-26,1155.042,1.09,0.2658
2005-09-27,1133.237,1.35,-1.8878
2005-09-28,1131.774,1.11,-0.1291
2005-09-29,1155.485,1.39,2.095
2005-09-30,1155.614,1.08,0.0112
2005-10-10,1138.95,0.87,-1.442
2005-10-11,1157.192,1.0,1.6017
2005-10-12,1161.853,1.38,0.4028
2005-10-13,1152.607,1.27,-0.7958
2005-10-14,1139.547,1.14,-1.1331
2005-10-17,1131.375,1.14,-0.7171
2005-10-18,1141.201,1.41,0.8685
2005-10-19,1134.608,1.42,-0.5777
2005-10-20,1135.949,1.3,0.1182
2005-10-21,1141.318,1.35,0.4726
2005-10-24,1141.171,1.29,-0.0129
2005-10-25,1121.918,1.26,-1.6871
2005-10-26,1097.161,1.42,-2.2067
2005-10-27,1097.782,1.27,0.0566
2005-10-28,1080.867,1.31,-1.5408
2005-10-31,1092.817,1.07,1.1056
2005-11-01,1089.95,1.01,-0.2623
2005-11-02,1104.792,1.35,1.3617
2005-11-03,1095.273,1.22,-0.8616
2005-11-04,1100.045,0.93,0.4357
2005-11-07,1100.65,0.87,0.055
2005-11-08,1110.147,1.11,0.8629
2005-11-09,1108.153,1.21,-0.1796
2005-11-10,1088.301,1.17,-1.7914
2005-11-11,1090.195,0.91,0.174
2005-11-14,1088.653,0.66,-0.1414
2005-11-15,1087.508,0.88,-0.1052
2005-11-16,1095.89,0.91,0.7708
2005-11-17,1095.31,0.87,-0.0529
2005-11-18,1116.999,1.62,1.9802
2005-11-21,1119.936,1.12,0.2629
2005-11-22,1098.655,1.06,-1.9002
2005-11-23,1105.746,0.91,0.6454
2005-11-24,1113.374,1.24,0.6899
2005-11-25,1114.916,1.12,0.1385
2005-11-28,1110.823,0.93,-0.3671
2005-11-29,1096.986,0.86,-1.2457
2005-11-30,1099.261,0.79,0.2074
2005-12-01,1098.747,0.64,-0.0468
2005-12-02,1094.287,0.76,-0.4059
2005-12-05,1079.197,0.81,-1.379
2005-12-06,1087.794,0.8,0.7966
2005-12-07,1099.615,0.75,1.0867
2005-12-08,1098.323,0.75,-0.1175
2005-12-09,1113.477,0.97,1.3797
2005-12-12,1116.367,0.86,0.2595
2005-12-13,1117.846,0.82,0.1325
2005-12-14,1125.387,1.09,0.6746
2005-12-15,1123.555,1.22,-0.1628
2005-12-16,1127.508,0.91,0.3518
2005-12-19,1131.751,0.88,0.3763
2005-12-20,1136.342,0.85,0.4057
2005-12-21,1130.759,0.89,-0.4913
2005-12-22,1135.238,0.81,0.3961
2005-12-23,1144.871,1.05,0.8485
2005-12-26,1156.823,1.35,1.044
2005-12-27,1154.288,1.13,-0.2191
2005-12-28,1157.034,1.06,0.2379
2005-12-29,1169.862,1.58,1.1087
2005-12-30,1161.057,1.44,-0.7527
2006-01-04,1180.963,1.68,1.7145
2006-01-05,1197.269,2.11,1.3807
2006-01-06,1209.422,2.46,1.0151
2006-01-09,1215.668,2.04,0.5164
2006-01-10,1220.618,1.9,0.4072
2006-01-11,1211.053,2.17,-0.7836
2006-01-12,1226.704,1.92,1.2923
2006-01-13,1221.459,1.98,-0.4276
2006-01-16,1202.869,1.81,-1.522
2006-01-17,1208.438,1.4,0.463
2006-01-18,1233.35,1.84,2.0615
2006-01-19,1251.576,2.26,1.4778
2006-01-20,1255.308,2.3,0.2982
2006-01-23,1255.774,2.03,0.0371
2006-01-24,1252.062,2.05,-0.2956
2006-01-25,1258.046,1.86,0.4779
2006-02-06,1287.626,2.05,2.3513
2006-02-07,1282.096,2.69,-0.4295
2006-02-08,1290.055,2.33,0.6208
2006-02-09,1269.454,2.03,-1.5969
2006-02-10,1282.656,1.86,1.04
2006-02-13,1279.64,1.85,-0.2351
2006-02-14,1286.327,1.61,0.5226
2006-02-15,1299.166,2.16,0.9981
2006-02-16,1270.633,2.31,-2.1963
2006-02-17,1267.408,1.85,-0.2538
2006-02-20,1267.542,1.53,0.0106
2006-02-21,1288.419,1.89,1.647
2006-02-22,1284.226,2.03,-0.3254
2006-02-23,1288.847,1.64,0.3598
2006-02-24,1296.866,1.67,0.6222
2006-02-27,1297.186,1.91,0.0247
2006-02-28,1299.03,1.67,0.1422
2006-03-01,1306.586,1.68,0.5817
2006-03-02,1285.666,2.01,-1.6011
2006-03-03,1293.297,1.76,0.5935
2006-03-06,1288.955,1.44,-0.3357
2006-03-07,1259.916,1.58,-2.2529
2006-03-08,1250.384,1.39,-0.7566
2006-03-09,1245.166,1.09,-0.4173
2006-03-10,1245.653,1.0,0.0391
2006-03-13,1259.674,0.96,1.1256
2006-03-14,1259.044,1.05,-0.05
2006-03-15,1274.812,1.3,1.2524
2006-03-16,1274.19,1.29,-0.0488
2006-03-17,1269.462,1.31,-0.3711
2006-03-20,1288.418,1.42,1.4932
2006-03-21,1290.395,1.7,0.1534
2006-03-22,1296.706,1.57,0.4891
2006-03-23,1302.457,1.79,0.4435
2006-03-24,1294.704,1.71,-0.5953
2006-03-27,1295.915,1.44,0.0935
2006-03-28,1298.791,1.75,0.2219
2006-03-29,1305.567,2.38,0.5217
2006-03-30,1294.718,1.82,-0.831
2006-03-31,1298.295,1.86,0.2763
2006-04-03,1319.471,2.29,1.6311
2006-04-04,1329.798,2.58,0.7827
2006-04-05,1340.162,2.63,0.7794
2006-04-06,1339.737,2.9,-0.0317
2006-04-07,1342.965,2.83,0.2409
2006-04-10,1359.081,2.89,1.2
2006-04-11,1362.229,3.05,0.2316
2006-04-12,1360.132,2.59,-0.1539
2006-04-13,1332.33,2.87,-2.0441
2006-04-14,1359.538,2.64,2.0421
2006-04-17,1378.614,2.94,1.4031
2006-04-18,1385.114,2.55,0.4715
2006-04-19,1396.702,2.8,0.8366
2006-04-20,1385.9,2.98,-0.7734
2006-04-21,1416.793,3.14,2.2291
2006-04-24,1409.786,3.56,-0.4946
2006-04-25,1399.767,2.92,-0.7107
2006-04-26,1417.477,3.25,1.2652
2006-04-27,1416.732,2.49,-0.0526
2006-04-28,1440.223,2.92,1.6581
2006-05-08,1497.104,3.36,3.9495
2006-05-09,1531.161,4.2,2.2749
2006-05-10,1545.687,4.07,0.9487
2006-05-11,1537.377,4.74,-0.5376
2006-05-12,1602.832,4.44,4.2576
2006-05-15,1664.088,5.7,3.8217
2006-05-16,1613.251,5.74,-3.0549
2006-05-17,1625.146,4.62,0.7373
2006-05-18,1617.281,3.96,-0.484
2006-05-19,1659.545,5.05,2.6133
2006-05-22,1657.689,5.05,-0.1118
2006-05-23,1604.552,4.57,-3.2055
2006-05-24,1590.924,3.74,-0.8493
2006-05-25,1591.425,2.68,0.0315
2006-05-26,1613.894,2.86,1.4119
2006-05-29,1648.538,3.39,2.1466
2006-05-30,1657.288,3.46,0.5308
2006-05-31,1641.3,3.73,-0.9647
2006-06-01,1684.195,4.44,2.6135
2006-06-02,1669.399,5.12,-0.8785
2006-06-05,1684.624,4.4,0.912
2006-06-06,1679.126,3.82,-0.3264
2006-06-07,1589.545,4.26,-5.335
2006-06-08,1591.49,3.57,0.1224
2006-06-09,1551.384,3.07,-2.52
2006-06-12,1552.798,2.05,0.0911
2006-06-13,1548.495,2.12,-0.2771
2006-06-14,1531.327,2.12,-1.1087
2006-06-15,1533.98,1.86,0.1732
2006-06-16,1574.467,2.2,2.6393
2006-06-19,1586.286,2.33,0.7507
2006-06-20,1592.332,2.33,0.3811
2006-06-21,1598.116,2.6,0.3632
2006-06-22,1596.066,2.13,-0.1283
2006-06-23,1605.711,2.29,0.6043
2006-06-26,1633.449,2.58,1.7275
2006-06-27,1639.551,2.38,0.3736
2006-06-28,1639.286,2.18,-0.0162
2006-06-29,1671.618,3.39,1.9723
2006-06-30,1672.211,3.26,0.0355
2006-07-03,1697.282,3.18,1.4993
2006-07-04,1681.547,3.55,-0.9271
2006-07-05,1718.555,3.88,2.2008
2006-07-06,1741.47,3.2,1.3334
2006-07-07,1730.19,3.16,-0.6477
2006-07-10,1734.329,2.49,0.2392
2006-07-11,1745.806,2.56,0.6618
2006-07-12,1740.0,3.11,-0.3326
2006-07-13,1655.773,4.31,-4.8406
2006-07-14,1665.208,2.65,0.5698
2006-07-17,1682.887,2.05,1.0617
2006-07-18,1684.252,2.01,0.0811
2006-07-19,1645.16,2.23,-2.321
2006-07-20,1655.122,1.83,0.6055
2006-07-21,1665.328,1.91,0.6166
2006-07-24,1665.944,1.99,0.037
2006-07-25,1685.461,2.18,1.1715
2006-07-26,1686.654,1.99,0.0708
2006-07-27,1675.168,2.31,-0.681
2006-07-28,1662.031,2.12,-0.7842
2006-07-31,1612.733,2.13,-2.9661
2006-08-01,1600.614,2.03,-0.7515
2006-08-02,1600.872,1.74,0.0161
2006-08-03,1601.058,1.31,0.0116
2006-08-04,1570.15,1.62,-1.9305
2006-08-07,1547.436,1.51,-1.4466
2006-08-08,1580.577,1.45,2.1417
2006-08-09,1578.566,1.35,-0.1272
2006-08-10,1606.065,1.64,1.742
2006-08-11,1605.926,1.46,-0.0087
2006-08-14,1570.738,1.59,-2.1911
2006-08-15,1595.657,1.25,1.5865
2006-08-16,1616.41,1.75,1.3006
2006-08-17,1603.332,1.43,-0.8091
2006-08-18,1598.018,1.46,-0.3314
2006-08-21,1601.15,1.4,0.196
2006-08-22,1613.355,1.59,0.7623
2006-08-23,1612.396,1.61,-0.0594
2006-08-24,1623.017,1.48,0.6587
2006-08-25,1623.034,1.61,0.001
2006-08-28,1650.438,2.27,1.6884
2006-08-29,1651.024,2.78,0.0355
2006-08-30,1655.195,1.81,0.2526
2006-08-31,1658.638,2.02,0.208
2006-09-01,1636.691,2.07,-1.3232
2006-09-04,1657.52,1.9,1.2726
2006-09-05,1664.078,2.33,0.3957
2006-09-06,1672.121,1.93,0.4833
2006-09-07,1661.19,1.81,-0.6537
2006-09-08,1667.984,1.52,0.409
2006-09-11,1674.966,1.75,0.4186
